,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
6471,nm0888418,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,1,0,0,4,2010.0,3403.0
6472,nm0888720,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,163.0
6473,nm0888743,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015.0,21793.0
6474,nm0888926,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2015.0,57.0
6475,nm0889402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1985.0,1572.0
6476,nm0889513,0,0,0,1,3,4,0,0,11,9,0,2,0,2,0,3,1,3,0,0,0,0,0,21,1988.0,4937.0
6477,nm0889522,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2023.0,11285.0
6478,nm0889615,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1968.0,8.0
6479,nm0889649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,10.0
6480,nm0889829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2005.0,2632.0
6481,nm0890687,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991.0,1605.0
6482,nm0890810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,11.0
6483,nm0890923,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,21144.0
6484,nm0891048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013.0,8147.0
6485,nm0891114,1,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2010.0,54602.0
6486,nm0891216,6,0,0,6,0,4,0,3,0,1,1,1,0,0,0,0,0,1,1,0,3,0,0,8,2014.0,405328.0
6487,nm0891320,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1977.0,130.0
6488,nm0891554,1,0,0,2,0,12,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1993.0,13454.0
6489,nm0891556,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2003.0,703.0
6490,nm0891580,0,0,0,0,0,5,0,3,0,20,0,0,0,0,1,1,0,4,0,0,1,0,0,24,1998.0,107.0
6491,nm0892000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011.0,1321.0
6492,nm0892612,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2002.0,931.0
6493,nm0892705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1998.0,8159.0
6494,nm0893107,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2000.0,74.0
6495,nm0893111,0,0,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2004.0,4430.0
6496,nm0893318,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000.0,34.0
6497,nm0893473,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010.0,21799.0
6498,nm0893556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,2648.0
6499,nm0893659,6,0,1,6,0,4,0,1,0,4,2,4,0,0,2,0,2,1,1,0,0,0,2,10,2006.0,407280.0
6500,nm0893872,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,1702.0
6501,nm0894074,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1986.0,63.0
6502,nm0894098,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1990.0,352.0
6503,nm0894139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,437.0
6504,nm0894173,0,0,0,0,1,2,0,1,0,5,0,0,0,0,0,1,0,2,0,0,1,0,0,5,2010.0,1262.0
6505,nm0894207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2018.0,15736.0
6506,nm0894439,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2001.0,37.0
6507,nm0894509,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1962.0,12.0
6508,nm0894577,5,0,0,2,0,6,0,7,0,15,0,0,3,0,0,0,2,1,0,0,7,0,1,19,1972.0,2885.0
6509,nm0894742,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,6,2007.0,719.0
6510,nm0894776,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1974.0,5168.0
6511,nm0894787,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2008.0,4742.0
6512,nm0894812,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,1198.0
6513,nm0894946,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1963.0,73.0
6514,nm0895367,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2007.0,6903.0
6515,nm0895455,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,1275.0
6516,nm0895496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982.0,15.0
6517,nm0895518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985.0,77.0
6518,nm0895526,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2003.0,314.0
6519,nm0895638,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2004.0,33.0
6520,nm0895720,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1981.0,125.0
6521,nm0895752,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,4,2015.0,353.0
6522,nm0895835,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2012.0,4125.0
6523,nm0895917,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,13971.0
6524,nm0896013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1982.0,1118.0
6525,nm0896139,0,0,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2014.0,908.0
6526,nm0896147,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1980.0,38.0
6527,nm0896459,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2017.0,257.0
6528,nm0896612,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,140.0
6529,nm0896743,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1973.0,300.0
6530,nm0896756,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1978.0,52.0
6531,nm0896813,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1961.0,823.0
6532,nm0897009,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2010.0,2104.0
6533,nm0897039,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001.0,12.0
6534,nm0897045,0,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1981.0,1707.0
6535,nm0897065,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2010.0,1641.0
6536,nm0897095,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,101.0
6537,nm0897307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1988.0,2130.0
6538,nm0897616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1960.0,58.0
6539,nm0897674,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,203.0
6540,nm0897715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,3483.0
6541,nm0898063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1986.0,5253.0
6542,nm0898178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,5358.0
6543,nm0898288,4,0,0,2,0,2,0,3,0,11,0,0,1,1,0,0,5,1,4,0,3,0,0,11,2012.0,444324.0
6544,nm0898306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,39.0
6545,nm0898373,0,0,0,1,0,1,0,2,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,5,1968.0,59.0
6546,nm0898512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,214.0
6547,nm0898547,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,1584.0
6548,nm0898603,0,0,0,0,1,5,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,8,2002.0,1700.0
6549,nm0898773,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2008.0,678.0
6550,nm0899077,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2006.0,23.0
6551,nm0899121,1,0,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,3,1,0,2,0,0,4,2010.0,24565.0
6552,nm0899139,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1986.0,11204.0
6553,nm0899329,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2003.0,10672.0
6554,nm0899364,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,3,2011.0,6801.0
6555,nm0899501,0,0,0,1,0,9,0,1,0,9,0,0,1,1,0,0,1,3,1,0,0,0,0,10,2012.0,5383.0
6556,nm0899581,0,0,0,0,1,1,0,1,0,9,0,1,1,4,0,0,1,5,0,1,0,0,0,10,1968.0,11635.0
6557,nm0899838,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1975.0,80.0
6558,nm0900078,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2011.0,10300.0
6559,nm0900251,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,1,0,2,0,0,4,2013.0,8688.0
6560,nm0900284,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,3272.0
6561,nm0900820,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,1317.0
6562,nm0901138,1,0,0,2,0,1,0,5,0,3,0,0,0,0,3,0,4,0,0,0,3,0,2,7,1964.0,1382.0
6563,nm0901268,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,21.0
6564,nm0901801,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,155.0
6565,nm0902022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2004.0,4325.0
6566,nm0902086,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1990.0,5262.0
6567,nm0902290,1,0,0,2,0,0,0,0,0,4,2,1,0,0,1,1,0,2,0,0,0,0,0,4,2008.0,6356.0
6568,nm0902345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1974.0,15.0
6569,nm0902939,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,3,1998.0,10412.0
6570,nm0903137,0,0,0,0,2,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1991.0,4935.0
6571,nm0903232,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2000.0,1498.0
6572,nm0903796,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,1082.0
6573,nm0904274,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,389.0
6574,nm0904507,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1960.0,169.0
6575,nm0905152,5,0,0,4,0,1,0,1,0,2,1,1,0,0,0,0,1,0,5,0,3,0,0,7,2005.0,579873.0
6576,nm0905154,6,0,0,5,0,1,0,1,0,2,1,1,0,0,0,0,1,0,6,0,3,0,0,8,2007.0,543741.0
6577,nm0905237,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1992.0,2981.0
6578,nm0905343,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010.0,1177.0
6579,nm0905570,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017.0,59.0
6580,nm0905579,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,1976.0,15400.0
6581,nm0905592,3,0,0,2,0,3,0,2,0,2,1,0,0,0,3,0,2,0,0,1,2,0,0,6,2014.0,89730.0
6582,nm0906174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2000.0,861.0
6583,nm0906177,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1979.0,1851.0
6584,nm0906476,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2011.0,86392.0
6585,nm0906548,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,1996.0,48526.0
6586,nm0906667,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1986.0,4338.0
6587,nm0906709,1,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,1,2,0,0,2,0,0,4,1980.0,1701.0
6588,nm0906710,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2020.0,3560.0
6589,nm0906901,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,1990.0,13812.0
6590,nm0907328,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2022.0,13422.0
6591,nm0907697,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,1986.0,6379.0
6592,nm0907835,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2020.0,8280.0
6593,nm0908037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2000.0,3715.0
6594,nm0908103,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,3,0,0,0,4,0,0,7,1976.0,2196.0
6595,nm0908148,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2000.0,2406.0
6596,nm0908223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2007.0,4089.0
6597,nm0908824,2,0,0,1,2,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,4,2006.0,99607.0
6598,nm0908870,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1990.0,1004.0
6599,nm0908890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,1985.0,39454.0
6600,nm0909022,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2007.0,1001.0
6601,nm0909026,0,0,0,0,0,1,0,2,0,1,0,2,0,0,3,0,0,0,0,0,2,0,0,4,2004.0,10212.0
6602,nm0909084,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,1490.0
6603,nm0909532,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,3,2009.0,10112.0
6604,nm0909547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013.0,1697.0
6605,nm0909568,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,2,2020.0,7545.0
6606,nm0909699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001.0,1084.0
6607,nm0909735,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2010.0,1610.0
6608,nm0909825,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1964.0,1145.0
6609,nm0909946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2018.0,9192.0
6610,nm0910139,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2017.0,1889.0
6611,nm0910199,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,4,1963.0,4016.0
6612,nm0910406,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1981.0,61.0
6613,nm0910510,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,3,0,0,0,2,0,0,3,1984.0,11959.0
6614,nm0910607,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,6406.0
6615,nm0910609,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2007.0,222.0
6616,nm0910644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1996.0,3527.0
6617,nm0910737,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,1974.0,5222.0
6618,nm0910852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2018.0,52.0
6619,nm0910905,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995.0,10331.0
6620,nm0911036,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1996.0,5562.0
6621,nm0911061,0,0,0,1,0,6,0,1,0,10,1,0,0,0,0,0,1,6,0,0,1,0,0,11,1999.0,22817.0
6622,nm0911093,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1975.0,1972.0
6623,nm0911334,0,0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,46966.0
6624,nm0911486,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,6,1991.0,28231.0
6625,nm0911631,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,1612.0
6626,nm0911685,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,1454.0
6627,nm0911910,1,0,0,2,0,0,0,0,0,3,0,2,1,0,0,0,1,2,0,0,0,0,0,3,1993.0,41469.0
6628,nm0911926,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1980.0,6138.0
6629,nm0912224,0,0,0,1,0,0,0,1,0,9,0,0,1,1,0,0,0,5,0,1,2,0,0,9,2000.0,2596.0
6630,nm0912766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1969.0,2519.0
6631,nm0912981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,3,1977.0,1865.0
6632,nm0913193,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,9.0
6633,nm0913809,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,1785.0
6634,nm0913860,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2001.0,54990.0
6635,nm0913966,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2000.0,326.0
6636,nm0914058,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2004.0,7308.0
6637,nm0914132,2,0,0,1,0,11,0,1,0,5,4,7,0,0,0,0,2,4,0,0,1,0,0,12,2009.0,97188.0
6638,nm0914166,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2016.0,3408.0
6639,nm0914368,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2010.0,2703.0
6640,nm0914386,0,0,0,0,0,1,0,0,0,4,0,0,2,1,0,1,0,0,0,0,1,1,0,4,1976.0,4548.0
6641,nm0914471,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1978.0,2300.0
6642,nm0914524,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2021.0,1984.0
6643,nm0915304,3,0,0,2,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,4,0,0,4,2016.0,70979.0
6644,nm0915394,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2010.0,6112.0
6645,nm0915838,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2012.0,10377.0
6646,nm0916189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2004.0,1624.0
6647,nm0916242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1984.0,1766.0
6648,nm0916328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1993.0,1111.0
6649,nm0916424,0,0,0,1,1,0,0,2,2,4,1,0,1,1,1,1,0,1,0,0,2,0,0,6,2013.0,37067.0
6650,nm0916502,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,1695.0
6651,nm0916510,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1988.0,2402.0
6652,nm0917035,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2021.0,26444.0
6653,nm0917066,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,4053.0
6654,nm0917188,2,0,3,4,0,3,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,4,2009.0,209239.0
6655,nm0917358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1971.0,2076.0
6656,nm0917405,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2021.0,12021.0
6657,nm0917992,1,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,4,2001.0,26394.0
6658,nm0918041,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1979.0,2240.0
6659,nm0918078,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2022.0,8370.0
6660,nm0918211,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019.0,3935.0
6661,nm0918326,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2011.0,14313.0
6662,nm0918659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1963.0,1163.0
6663,nm0918660,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1973.0,1947.0
6664,nm0918844,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1972.0,1237.0
6665,nm0918873,3,0,0,1,0,6,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,6,1998.0,30966.0
6666,nm0919041,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990.0,90.0
6667,nm0919102,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,2470.0
6668,nm0919227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019.0,1388.0
6669,nm0919363,0,0,0,1,1,2,0,0,0,3,1,2,0,1,1,0,1,3,2,0,1,0,0,6,2010.0,83396.0
6670,nm0919369,1,0,0,1,0,9,0,0,0,8,0,2,0,0,0,2,0,7,1,0,2,0,0,12,2010.0,85705.0
6671,nm0920017,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2013.0,5397.0
6672,nm0920108,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2001.0,32579.0
6673,nm0920185,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,1120.0
6674,nm0920227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2022.0,1682.0
6675,nm0920274,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2013.0,94607.0
6676,nm0920425,1,0,5,6,0,1,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,1,6,1998.0,67543.0
6677,nm0920492,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,1241.0
