,nconst
4051,nm0000026
4052,nm0000030
4053,nm0000527
4054,nm0000336
4061,nm0000044
4062,nm0000023
4063,nm0001687
4064,nm0384696
4071,nm0376915
4072,nm0045996
4073,nm0274865
4074,nm0121588
4081,nm0000072
4082,nm0000009
4083,nm0001322
4084,nm0114386
4091,nm0000069
4092,nm0002011
4093,nm0682000
4094,nm0750640
4101,nm0001637
4102,nm0000048
4103,nm0000472
4104,nm0417055
4111,nm0000052
4112,nm0759395
4113,nm0320377
4114,nm0525793
4121,nm0001229
4122,nm0000165
4123,nm0429250
4124,nm0001771
4131,nm0000047
4132,nm0000578
4133,nm0949574
4134,nm0877945
4141,nm0001362
4142,nm0000840
4143,nm0561765
4144,nm0001800
4151,nm0000052
4152,nm0674742
4153,nm0843294
4154,nm0709951
4161,nm0132930
4162,nm0026035
4163,nm0666069
4164,nm0593079
4171,nm0794425
4172,nm0442709
4173,nm1249047
4174,nm0437520
4181,nm0001637
4182,nm0468222
4183,nm0861312
4184,nm0222986
4191,nm0865575
4192,nm0320760
4193,nm0538080
4194,nm0660045
4201,nm0000078
4202,nm0001511
4203,nm0020490
4204,nm0912001
4211,nm0000634
4212,nm0000634
4213,nm0000634
4214,nm0001715
4223,nm0000086
4224,nm0165915
4225,nm0547339
4226,nm0229561
4235,nm0740067
4236,nm0804077
4237,nm0165915
4238,nm0220997
4245,nm0168035
4246,nm0356983
4247,nm0778987
4248,nm0741455
4254,nm0000348
4255,nm0799014
4256,nm0687189
4257,nm0832415
4264,nm0000069
4265,nm0001509
4266,nm0001179
4267,nm0000266
4274,nm0000125
4275,nm0001727
4276,nm0502322
4277,nm0000938
4284,nm0492002
4285,nm0000489
4286,nm0447652
4287,nm0302837
4292,nm0000062
4293,nm0000266
4294,nm0194597
4295,nm0510134
4302,nm0001369
4303,nm0001792
4304,nm0668734
4305,nm0837959
4312,nm0000044
4313,nm0001128
4314,nm0001012
4315,nm0001012
4323,nm0000023
4324,nm0332587
4325,nm0000999
4326,nm0293659
4336,nm0000537
4337,nm0001258
4338,nm0000277
4339,nm0000314
4346,nm0001637
4347,nm0001637
4348,nm0656428
4349,nm0001033
4362,nm0364915
4363,nm0001954
4364,nm0426062
4365,nm0848560
4372,nm0000056
4373,nm0002048
4374,nm0623658
4375,nm0001121
4382,nm0000023
4383,nm0001958
4384,nm0001430
4385,nm0533956
4392,nm0000047
4393,nm0000047
4394,nm0000047
4395,nm0000052
4406,nm0109725
4407,nm0232540
4408,nm0147940
4409,nm16709271
4416,nm0312783
4417,nm0236835
4418,nm0878526
4419,nm0779771
4426,nm0000493
4427,nm0000493
4428,nm0000511
4429,nm0414279
4437,nm0000062
4438,nm0639613
4439,nm0516972
4440,nm0864581
4447,nm0000075
4448,nm0000926
4449,nm0581062
4450,nm0001682
4457,nm0035925
4458,nm0468222
4459,nm0713267
4460,nm0619802
4468,nm0798328
4469,nm0798328
4470,nm0000548
4471,nm0027323
4479,nm0689639
4480,nm0689639
4481,nm0075163
4482,nm0075163
4491,nm3321261
4492,nm0441154
4493,nm0766316
4494,nm0879743
4501,nm0847396
4502,nm0297896
4503,nm0297741
4504,nm0756292
4512,nm0000989
4513,nm0001995
4514,nm0276043
4515,nm0000865
4522,nm0262647
4523,nm0211767
4524,nm0932529
4525,nm0199663
4532,nm0000062
4533,nm0000062
4534,nm0640023
4535,nm0268225
4543,nm0001989
4544,nm0095641
4545,nm0120517
4546,nm0681093
4553,nm0878240
4554,nm0132331
4555,nm0840303
4556,nm0378209
4563,nm0001627
4564,nm0803785
4565,nm0542858
4566,nm0187886
4573,nm0000018
4574,nm0000018
4575,nm0000018
4576,nm0000053
4585,nm0001847
4586,nm0001627
4587,nm0848560
4588,nm0771268
4595,nm0041405
4596,nm0152204
4597,nm0250046
4598,nm0255900
4605,nm0000081
4606,nm0000537
4607,nm0010944
4608,nm0076453
4615,nm0000489
4616,nm0024297
4617,nm0205602
4618,nm0133257
4625,nm0001768
4626,nm0709951
4627,nm0016646
4628,nm0134074
4635,nm0473530
4636,nm0594682
4637,nm0463590
4638,nm0756292
4645,nm0000078
4646,nm0000058
4647,nm0915618
4648,nm0694619
4655,nm0796222
4656,nm0803732
4657,nm0865575
4658,nm0865575
4659,nm0865575
4660,nm0002094
4671,nm0751983
4672,nm0600531
4673,nm0187754
4674,nm0467311
4681,nm0000013
4682,nm0001258
4683,nm0000917
4684,nm0728812
4691,nm0751983
4692,nm0205518
4693,nm0605923
4694,nm0733460
4701,nm0786891
4702,nm0477742
4703,nm0458917
4704,nm0858054
4713,nm0300064
4714,nm0001128
4715,nm0148858
4716,nm0738780
4723,nm0000003
4724,nm0001588
4725,nm0681566
4726,nm0596968
4731,nm0000056
4732,nm0940946
4733,nm0728812
4734,nm0001247
4741,nm0442951
4742,nm0457557
4743,nm0457498
4744,nm0457211
4751,nm0001471
4752,nm0001471
4753,nm0001771
4754,nm0601111
4763,nm0692976
4764,nm0605923
4765,nm0779285
4766,nm0340205
4773,nm0000851
4774,nm0108523
4775,nm0492002
4776,nm0534972
4783,nm0731772
4784,nm0191685
4785,nm0362249
4786,nm0339834
4793,nm0001148
4794,nm0828328
4795,nm0828328
4796,nm0362249
4804,nm0779285
4805,nm0001657
4806,nm0123090
4807,nm0219062
4814,nm0000057
4815,nm0000634
4816,nm0001822
4817,nm0001010
4824,nm0000086
4825,nm0014800
4826,nm0241484
4827,nm0537571
4834,nm0000056
4835,nm0000064
4836,nm0813961
4837,nm0000832
4844,nm0000578
4845,nm0289450
4846,nm0353916
4847,nm0443985
4854,nm0768334
4855,nm0739815
4856,nm0739815
4857,nm0181305
4866,nm0001637
4867,nm0000048
4868,nm0000472
4869,nm0183764
4876,nm0716302
4877,nm0779194
4878,nm0514059
4879,nm0901763
4886,nm0002131
4887,nm0001665
4888,nm0000869
4889,nm0043875
4896,nm0355246
4897,nm0397017
4898,nm0017494
4899,nm0543330
4904,nm0001417
4905,nm0456565
4906,nm0002019
4907,nm0552185
4914,nm0001958
4915,nm0587234
4916,nm0186048
4917,nm0289038
4924,nm0106539
4925,nm0869927
4926,nm0262775
4927,nm0078940
4934,nm0441526
4935,nm0875207
4936,nm0442951
4937,nm0837350
4944,nm0000537
4945,nm0001276
4946,nm0001839
4947,nm0082300
4954,nm0534045
4955,nm0647970
4956,nm0943978
4957,nm0456565
4964,nm0824489
4965,nm0049975
4966,nm0431006
4967,nm0575616
4972,nm0000020
4973,nm0000058
4974,nm0531279
4975,nm0187981
4982,nm0936295
4983,nm0152361
4984,nm0827464
4985,nm0221491
4992,nm0723771
4993,nm0676555
4994,nm0371156
4995,nm0835939
5002,nm0001539
5003,nm0570192
5004,nm0412322
5005,nm0909117
5012,nm0001792
5013,nm0000404
5014,nm0731772
5015,nm0191685
5021,nm0814862
5022,nm0001982
5023,nm0001982
5024,nm0842425
5034,nm0000071
5035,nm0000364
5036,nm0575031
5037,nm0605923
5044,nm0001536
5045,nm0755403
5046,nm0619938
5047,nm0434593
5054,nm0000472
5055,nm0000472
5056,nm0000197
5057,nm0461070
5063,nm0001321
5064,nm0731499
5065,nm0045996
5066,nm0367156
5073,nm0001526
5074,nm0358925
5075,nm0619802
5076,nm0026876
5083,nm0000013
5084,nm0001258
5085,nm0290086
5086,nm0028647
5093,nm0001215
5094,nm0948772
5095,nm0222627
5096,nm0447499
5104,nm0893341
5105,nm0088396
5106,nm0087126
5107,nm0723623
5114,nm0001509
5115,nm0656183
5116,nm0590796
5117,nm0384908
5124,nm0580440
5125,nm0019145
5126,nm0000472
5127,nm0198941
5134,nm0001637
5135,nm0001637
5136,nm0001637
5137,nm0001982
5146,nm0000493
5147,nm0528595
5148,nm0427894
5149,nm0010944
5156,nm0000072
5157,nm0000009
5158,nm0431139
5159,nm0553349
5166,nm0542063
5167,nm0671774
5168,nm0410756
5169,nm0007023
5176,nm0687958
5177,nm0729676
5178,nm0000489
5179,nm0637713
5186,nm0250436
5187,nm0001215
5188,nm0001313
5189,nm0580479
5196,nm0001665
5197,nm0001258
5198,nm0365201
5199,nm0932629
5206,nm0001471
5207,nm0001762
5208,nm0001827
5209,nm0569410
5216,nm0000851
5217,nm0108523
5218,nm0894949
5219,nm0000728
5226,nm0001537
5227,nm0886469
5228,nm0831905
5229,nm0398466
5236,nm0794425
5237,nm0913843
5238,nm0442709
5239,nm0469027
5246,nm0367928
5247,nm0367928
5248,nm0945414
5249,nm0906723
5257,nm0441526
5258,nm0441526
5259,nm0297788
5260,nm0793567
5268,nm0441526
5269,nm0847033
5270,nm0052491
5271,nm0621452
5278,nm0236621
5279,nm0754149
5280,nm0679500
5281,nm0376842
5288,nm0001258
5289,nm0001693
5290,nm0001792
5291,nm0676729
5298,nm0731772
5299,nm0001995
5300,nm0675413
5301,nm0028674
5308,nm0709704
5309,nm0709704
5310,nm0709704
5311,nm0001174
5321,nm0000034
5322,nm0948772
5323,nm0001010
5324,nm0848533
5331,nm0367370
5332,nm0632757
5333,nm0875503
5334,nm0476435
5341,nm0001258
5342,nm0000267
5343,nm0002048
5344,nm0000336
5351,nm0480209
5352,nm0369201
5353,nm0496033
5354,nm0171993
5364,nm0580440
5365,nm0396136
5366,nm0734000
5367,nm0320774
5374,nm0001559
5375,nm0200599
5376,nm0493275
5377,nm0428618
5384,nm0439344
5385,nm0105475
5386,nm0320647
5387,nm0173212
5394,nm0893341
5395,nm0087126
5396,nm0088396
5397,nm0014800
5404,nm0000009
5405,nm0000564
5406,nm0000024
5407,nm0148974
5414,nm0000008
5415,nm0000057
5416,nm0429250
5417,nm0329060
5424,nm0000060
5425,nm0000063
5426,nm0001725
5427,nm0670964
5434,nm0000020
5435,nm0731772
5436,nm0010944
5437,nm0500364
5444,nm0709704
5445,nm0412322
5446,nm0001174
5447,nm0222453
5454,nm0001559
5455,nm0569000
5456,nm0498181
5457,nm0654087
5464,nm0000577
5465,nm0000042
5466,nm0191950
5467,nm0405054
5474,nm0931054
5475,nm0416228
5476,nm0175427
5477,nm0001889
5484,nm0931054
5485,nm0001889
5486,nm0187754
5487,nm0005236
5494,nm0931054
5495,nm0934774
5496,nm0187754
5497,nm0001889
5504,nm0000489
5505,nm0314543
5506,nm0006573
5507,nm0884178
5516,nm0000039
5517,nm0001539
5518,nm0590055
5519,nm0262725
5525,nm0001847
5526,nm0004647
5527,nm0001500
5528,nm0000543
5535,nm0000078
5536,nm0000028
5537,nm0001012
5538,nm0634313
5545,nm0077734
5546,nm0100186
5547,nm0000086
5548,nm0892891
5549,nm0350768
5556,nm0605059
5557,nm0397580
5558,nm0163939
5559,nm0738050
5567,nm0824489
5568,nm0729676
5569,nm0733433
5570,nm0231572
5577,nm0000012
5578,nm0000012
5579,nm0001500
5580,nm0492444
5588,nm0900143
5589,nm0001321
5590,nm0158026
5591,nm0883582
5598,nm0001471
5599,nm0268225
5600,nm0647010
5601,nm0806041
5608,nm0001148
5609,nm0687189
5610,nm0564223
5611,nm0339834
5618,nm0662700
5619,nm0276065
5620,nm0696866
5621,nm0910381
5626,nm0907480
5627,nm0412322
5628,nm0000527
5629,nm0762378
5636,nm0001088
5637,nm0940885
5638,nm0483653
5639,nm0255973
5646,nm0000020
5647,nm0000527
5648,nm0915851
5649,nm0641397
5656,nm0000047
5657,nm0000963
5658,nm0000027
5659,nm0000051
5666,nm0544786
5667,nm0544786
5668,nm0000086
5669,nm0218634
5677,nm0001229
5678,nm0477088
5679,nm0001792
5680,nm0687189
5687,nm0000026
5688,nm0001989
5689,nm0002145
5690,nm0328690
5697,nm0431837
5698,nm0405054
5699,nm0420383
5700,nm0539942
5707,nm0001128
5708,nm0000404
5709,nm0017030
5710,nm0836051
5718,nm0000086
5719,nm0333518
5720,nm0301556
5721,nm0547440
5728,nm0002075
5729,nm0878240
5730,nm0001655
5731,nm0443811
5738,nm0000125
5739,nm0002085
5740,nm0000303
5741,nm0247881
5748,nm0000493
5749,nm0002769
5750,nm0699063
5751,nm0175528
5758,nm0000348
5759,nm0001666
5760,nm0004769
5761,nm0055645
5768,nm0000489
5769,nm0001088
5770,nm0664390
5771,nm0791176
5778,nm0000869
5779,nm0000587
5780,nm0000587
5781,nm0001727
5783,nm0000277
5784,nm0370144
5785,nm0733460
5786,nm0508105
5793,nm0006168
5794,nm0005200
5795,nm0365600
5796,nm0823592
5803,nm0297293
5804,nm0236621
5805,nm0362750
5806,nm0523253
5813,nm0000901
5814,nm0233753
5815,nm0785771
5816,nm0241484
5823,nm0000493
5824,nm0514059
5825,nm0856103
5826,nm0562305
5833,nm0000012
5834,nm0000014
5835,nm0001072
5836,nm0001547
5843,nm0461455
5844,nm0176946
5845,nm0922967
5846,nm0240887
5853,nm0001128
5854,nm0557159
5855,nm0350196
5856,nm0308041
5863,nm0000989
5864,nm0750023
5865,nm0001719
5866,nm0753086
5873,nm0603402
5874,nm0350196
5875,nm0681566
5876,nm0412245
5883,nm0001511
5884,nm0001141
5885,nm0001023
5886,nm0347656
5893,nm0001958
5894,nm0183822
5895,nm0571674
5896,nm0287687
5903,nm0001509
5904,nm0001571
5905,nm0001827
5906,nm0268012
5913,nm0000268
5914,nm0001234
5915,nm0114422
5916,nm0058117
5923,nm0586733
5924,nm0033171
5925,nm0913843
5926,nm0411146
5933,nm0000014
5934,nm0001001
5935,nm0082515
5936,nm0133310
5943,nm0000886
5944,nm0781029
5945,nm0001228
5946,nm0001375
5953,nm0537961
5954,nm0103332
5955,nm0748526
5956,nm0394404
5963,nm0824489
5964,nm0824489
5965,nm0034068
5966,nm0439330
5975,nm0001369
5976,nm0696038
5977,nm0675413
5978,nm0569410
5985,nm0906723
5986,nm0457219
5987,nm0298576
5988,nm0442955
5995,nm0001335
5996,nm0000125
5997,nm0300010
5998,nm0490103
6005,nm0000267
6006,nm0001813
6007,nm0001813
6008,nm0866835
6016,nm0001637
6017,nm0183764
6018,nm0038870
6019,nm0922935
6026,nm0000047
6027,nm0000052
6028,nm0700112
6029,nm0769070
6036,nm0000308
6037,nm0176792
6038,nm0283499
6039,nm0368561
6046,nm0580440
6047,nm0320774
6048,nm0734000
6049,nm0004462
6056,nm0847301
6057,nm0443232
6058,nm0476179
6059,nm0794205
6066,nm0796222
6067,nm0803732
6068,nm0803732
6069,nm0001811
6074,nm0001539
6075,nm0908919
6076,nm0624470
6077,nm0568493
6084,nm0847361
6085,nm0395953
6086,nm0463590
6087,nm0297741
6094,nm0751983
6095,nm0420383
6096,nm0863968
6097,nm0581674
6104,nm0751983
6105,nm0600531
6106,nm0863968
6107,nm0189972
6114,nm0000030
6115,nm0001322
6116,nm0391361
6117,nm0405035
6124,nm0869927
6125,nm0252111
6126,nm0200599
6127,nm0340706
6134,nm0001215
6135,nm0358925
6136,nm0913332
6137,nm0359430
6144,nm0001791
6145,nm0001766
6146,nm0580603
6147,nm0740718
6154,nm0000009
6155,nm0001257
6156,nm0000039
6157,nm0528987
6164,nm0460864
6165,nm0715081
6166,nm0511614
6167,nm0115429
6174,nm0794425
6175,nm0905268
6176,nm0633997
6177,nm0411028
6184,nm0000012
6185,nm0001976
6186,nm0816457
6187,nm0592109
6194,nm0228853
6195,nm0511085
6196,nm0364918
6197,nm0287825
6204,nm0001571
6205,nm0002131
6206,nm0605923
6207,nm0571430
6214,nm0652961
6215,nm0949030
6216,nm0766225
6217,nm0881303
6224,nm0000056
6225,nm0002131
6226,nm0001954
6227,nm0000064
6234,nm0000366
6235,nm0144875
6236,nm0894636
6237,nm0584879
6244,nm0000034
6245,nm0000034
6246,nm0000030
6247,nm0000030
6256,nm0001471
6257,nm0001471
6258,nm0000839
6259,nm0806041
6267,nm0220852
6268,nm0233753
6269,nm0070713
6270,nm0147561
6277,nm0000142
6278,nm0002231
6279,nm0462367
6280,nm0525742
6288,nm0000843
6289,nm0002075
6290,nm0000051
6291,nm0336704
6298,nm0001559
6299,nm0026039
6300,nm0078940
6301,nm0208125
6308,nm0095524
6309,nm0926183
6310,nm0290047
6311,nm0906147
6318,nm0000069
6319,nm0001509
6320,nm0002035
6321,nm0001078
6328,nm0544045
6329,nm0526515
6330,nm0001842
6331,nm3314150
6332,nm0000062
6333,nm0001766
6334,nm0293444
6335,nm0002063
6342,nm0622416
6343,nm0395953
6344,nm0463590
6345,nm0906686
6352,nm0822535
6353,nm0000277
6354,nm0479941
6355,nm0121783
6362,nm0001289
6363,nm0885203
6364,nm0001682
6365,nm0126318
6372,nm0882237
6373,nm0762248
6374,nm0700112
6375,nm0125627
6382,nm0593192
6383,nm0058982
6384,nm0707030
6385,nm0330965
6392,nm0001369
6393,nm0000013
6394,nm0709704
6395,nm0001489
6402,nm0000044
6403,nm0000018
6404,nm0545298
6405,nm0001257
6412,nm0000002
6413,nm0000348
6414,nm0000081
6415,nm0000020
6422,nm0000634
6423,nm0813961
6424,nm0001695
6425,nm0007042
6432,nm0180959
6433,nm0939991
6434,nm0302615
6435,nm0306456
6443,nm0001033
6444,nm0645120
6445,nm0714793
6446,nm0913340
6453,nm0001076
6454,nm0000832
6455,nm0002063
6456,nm0820643
6463,nm0001369
6464,nm0518178
6465,nm0949574
6466,nm0431837
6473,nm0120658
6474,nm0572522
6475,nm0768443
6476,nm0205704
6483,nm0645402
6484,nm0457219
6485,nm0594062
6486,nm0411694
6493,nm0000963
6494,nm0370144
6495,nm0000277
6496,nm0162283
6503,nm0848533
6504,nm0619228
6505,nm0386179
6506,nm0476675
6513,nm0288003
6514,nm0137023
6515,nm0026039
6516,nm0398466
6523,nm0580479
6524,nm0001811
6525,nm0001703
6526,nm0605923
6533,nm0001128
6534,nm0001128
6535,nm0514059
6536,nm0011625
6545,nm0556654
6546,nm0450138
6547,nm0020639
6548,nm0515300
6555,nm0001637
6556,nm0079399
6557,nm0199618
6558,nm0744351
6565,nm0637627
6566,nm0617736
6567,nm0006573
6568,nm0100172
6574,nm0001666
6575,nm0696193
6576,nm0003225
6577,nm0472816
6584,nm0108523
6585,nm0313443
6586,nm0813961
6587,nm0001289
6594,nm0409820
6595,nm0142318
6596,nm0664666
6597,nm0603091
6604,nm0000006
6605,nm0000063
6606,nm0832375
6607,nm0885123
6614,nm0000062
6615,nm0000268
6616,nm0200488
6617,nm0218131
6624,nm0000901
6625,nm0816457
6626,nm0350196
6627,nm0547339
6634,nm0000511
6635,nm0000056
6636,nm0000053
6637,nm0001509
6644,nm0000012
6645,nm0001333
6646,nm0175528
6647,nm0372758
6654,nm0000851
6655,nm0108523
6656,nm0824389
6657,nm0233312
6664,nm0001033
6665,nm0373324
6666,nm0228871
6667,nm0444201
6674,nm0518178
6675,nm0000125
6676,nm0724732
6677,nm0461594
6684,nm0000634
6685,nm0908262
6686,nm0816580
6687,nm0696038
6694,nm0048939
6695,nm0370144
6696,nm0414965
6697,nm0095718
6704,nm0674742
6705,nm0187337
6706,nm0264688
6707,nm0953400
6710,nm0000032
6711,nm0001322
6712,nm0162283
6713,nm0028674
6720,nm0001536
6721,nm0443232
6722,nm0945734
6723,nm0199029
6730,nm0176061
6731,nm0439344
6732,nm0848667
6733,nm0092316
6740,nm0580440
6741,nm0396136
6742,nm0734000
6743,nm0865678
6750,nm0001559
6751,nm0200599
6752,nm0177879
6753,nm0185568
6760,nm0001258
6761,nm0001813
6762,nm0813961
6763,nm0001141
6770,nm0001665
6771,nm0000537
6772,nm0614916
6773,nm0280707
6780,nm0352835
6781,nm0552483
6782,nm0754272
6783,nm0449197
6790,nm0000020
6791,nm0001727
6792,nm0752813
6793,nm0000763
6800,nm0001847
6801,nm0001627
6802,nm0531279
6803,nm0000842
6810,nm0001369
6811,nm0001012
6812,nm0912001
6813,nm0830967
6820,nm0000348
6821,nm0001471
6822,nm0767414
6823,nm0773311
6830,nm0238379
6831,nm0238377
6832,nm0238382
6833,nm0238386
6840,nm0001158
6841,nm0528595
6842,nm0000059
6843,nm0402558
6850,nm0000080
6851,nm0603402
6852,nm0751983
6853,nm0000024
6860,nm0416228
6861,nm0931054
6862,nm0197715
6863,nm0001889
6870,nm0000052
6871,nm0514059
6872,nm0577867
6873,nm0758066
6880,nm0000404
6881,nm0001511
6882,nm0001511
6883,nm0130286
6891,nm0000537
6892,nm0000268
6893,nm0000064
6894,nm0001500
6901,nm0000654
6902,nm0002058
6903,nm0913332
6904,nm0198090
6911,nm0272794
6912,nm0148974
6913,nm0323022
6914,nm0307491
6921,nm0021691
6922,nm0674742
6923,nm0797531
6924,nm0681566
6931,nm0000763
6932,nm0779285
6933,nm0601476
6934,nm0461594
6941,nm0002046
6942,nm0048468
6943,nm0336500
6944,nm0715972
6951,nm0298576
6952,nm0456417
6953,nm0945597
6954,nm0879761
6961,nm0001046
6962,nm0001958
6963,nm0002131
6964,nm0897808
6971,nm0000071
6972,nm0003104
6973,nm0424318
6974,nm0138955
6981,nm0000052
6982,nm0000266
6983,nm0553349
6984,nm0709951
6991,nm0000013
6992,nm0001792
6993,nm0045968
6994,nm0266949
7001,nm0001725
7002,nm0001046
7003,nm0001036
7004,nm0001768
7011,nm0312575
7012,nm0302837
7013,nm0187584
7014,nm0011732
7021,nm0049975
7022,nm0709951
7023,nm0181305
7024,nm0512523
7031,nm0001637
7032,nm0000811
7033,nm0382722
7034,nm0366537
7041,nm0000489
7042,nm0001088
7043,nm0564759
7044,nm0398102
7051,nm0001088
7052,nm0145321
7053,nm0511614
7054,nm0867964
7061,nm0000489
7062,nm0791176
7063,nm0445139
7064,nm0560022
7071,nm0936295
7072,nm0152361
7073,nm0221491
7074,nm0642046
7081,nm0620154
7082,nm0434553
7083,nm0633997
7084,nm0944902
7091,nm0603402
7092,nm0048939
7093,nm0514059
7094,nm0898376
7101,nm0000489
7102,nm0338210
7103,nm0297293
7104,nm0233312
7111,nm0001471
7112,nm0001471
7113,nm0001471
7114,nm0001982
7123,nm0544786
7124,nm0544786
7125,nm0544786
7126,nm0000086
7135,nm0766100
7136,nm0354486
7137,nm0931186
7138,nm0055274
7146,nm0000071
7147,nm0000277
7148,nm0002075
7149,nm0473228
7156,nm0011244
7157,nm0594682
7158,nm0847396
7159,nm0875237
7166,nm0000963
7167,nm0001725
7168,nm0001725
7169,nm0000051
7177,nm0000062
7178,nm0001193
7179,nm0831905
7180,nm0188986
7187,nm0556399
7188,nm0590452
7189,nm0590452
7190,nm0590452
7199,nm0874502
7200,nm0696193
7201,nm0000919
7202,nm0001001
7209,nm0100186
7210,nm0893341
7211,nm0239447
7212,nm0353916
7219,nm0000348
7220,nm0000081
7221,nm0000493
7222,nm0000493
7230,nm0001884
7231,nm0570192
7232,nm0000032
7233,nm0026295
7240,nm0000044
7241,nm0001665
7242,nm0001380
7243,nm0863016
7250,nm0004647
7251,nm0000999
7252,nm0885203
7253,nm0001450
7260,nm0006168
7261,nm0005200
7262,nm0365600
7263,nm0823592
7270,nm0000018
7271,nm0001321
7272,nm0414965
7273,nm0714878
7280,nm0000063
7281,nm0000336
7282,nm0696866
7283,nm0444321
7290,nm0000125
7291,nm0028674
7292,nm0000846
7293,nm0528224
7300,nm0001076
7301,nm0409869
7302,nm0002063
7303,nm0485542
7310,nm0031878
7311,nm0357307
7312,nm3470801
7313,nm0387973
7320,nm0000078
7321,nm0000018
7322,nm0623658
7323,nm0874502
7330,nm0000081
7331,nm0001626
7332,nm0000602
7333,nm0000602
7341,nm0000323
7342,nm0338210
7343,nm0230934
7344,nm0516145
7351,nm0847118
7352,nm0412819
7353,nm0411694
7354,nm0559607
7361,nm0011244
7362,nm0847361
7363,nm0853392
7364,nm0473530
7371,nm0001719
7372,nm0183822
7373,nm0289038
7374,nm0641929
7381,nm0878240
7382,nm0112211
7383,nm0186903
7384,nm0232703
7391,nm0000047
7392,nm0000056
7393,nm0000057
7394,nm0197950
7401,nm0001792
7402,nm0002145
7403,nm0001762
7404,nm0405035
7411,nm0000564
7412,nm0000051
7413,nm0432007
7414,nm0908919
7421,nm0607666
7422,nm0005565
7423,nm0005565
7424,nm0173735
7432,nm0000032
7433,nm0001321
7434,nm0001380
7435,nm0000336
7442,nm0000069
7443,nm0000039
7444,nm0001509
7445,nm0003110
7452,nm0000886
7453,nm0829155
7454,nm0368836
7455,nm0867144
7462,nm0000060
7463,nm0000832
7464,nm0000527
7465,nm0002994
7472,nm0001258
7473,nm0001739
7474,nm0687189
7475,nm0001684
7482,nm0558245
7483,nm0350978
7484,nm0160046
7491,nm0456565
7492,nm0002088
7493,nm0000748
7494,nm0640023
7501,nm0000472
7502,nm0011244
7503,nm0413528
7504,nm0267799
7511,nm0000008
7512,nm0000989
7513,nm0546755
7514,nm0002145
7521,nm0354486
7522,nm0733678
7523,nm0647005
7524,nm0140889
7531,nm0394404
7532,nm0160119
7533,nm0298952
7534,nm0395540
7541,nm0000012
7542,nm0186048
7543,nm0071824
7544,nm0898376
7551,nm0893341
7552,nm0014800
7553,nm0498876
7554,nm0176039
7561,nm0000069
7562,nm0907636
7563,nm0586227
7564,nm0441399
7571,nm0001128
7572,nm0000268
7573,nm0001336
7574,nm0001588
7581,nm0000047
7582,nm0000577
7583,nm0002145
7584,nm0590055
7591,nm0000336
7592,nm0002011
7593,nm0324871
7594,nm0611811
7601,nm0000062
7602,nm0500299
7603,nm0793363
7604,nm0125328
7611,nm0029256
7612,nm0000804
7613,nm0050913
7614,nm0001031
7621,nm0001627
7622,nm0001859
7623,nm0366946
7624,nm0285922
7631,nm0001768
7632,nm0280242
7633,nm0676349
7634,nm0844969
7641,nm0000142
7642,nm0001812
7643,nm0002231
7644,nm0472756
7651,nm0000901
7652,nm0439344
7653,nm0303413
7654,nm0007631
7660,nm0312575
7661,nm0761100
7662,nm0209905
7663,nm0622980
7670,nm0140316
7671,nm0288439
7672,nm0393385
